Ilan_No,Ilan_Yili,Ilce,Brut_Metrekare,Oda_Sayisi,Bina_Yasi,Kat_Sayisi,Bulundugu_Kat,Isitma_Tipi,Site_Icerisinde,Fiyat
747,2025,Ümraniye,100,2,3,12,4,Merkezi,Evet,21000000
748,2025,Üsküdar,90,2,20,10,3,Doğalgaz,Evet,23000000
749,2025,Kadıköy,120,3,1,11,5,Doğalgaz,Evet,34000000
750,2025,Şişli,150,4,2,14,8,Doğalgaz,Evet,52000000
751,2025,Beşiktaş,135,4,2,15,9,Doğalgaz,Evet,56000000
752,2025,Ataşehir,140,4,0,10,6,Doğalgaz,Evet,37000000
753,2025,Ümraniye,100,3,8,9,3,Merkezi,Evet,25000000
754,2025,Üsküdar,120,3,6,12,4,Doğalgaz,Evet,29000000
755,2025,Kadıköy,100,2,0,10,5,Doğalgaz,Evet,32000000
756,2025,Şişli,130,4,3,11,7,Doğalgaz,Evet,42000000
757,2025,Beşiktaş,80,2,15,10,5,Merkezi,Evet,35000000
758,2025,Ataşehir,110,3,15,8,3,Doğalgaz,Evet,29000000
759,2025,Ümraniye,90,2,12,9,4,Doğalgaz,Evet,23000000
760,2025,Üsküdar,95,3,5,15,7,Doğalgaz,Evet,33000000
761,2025,Kadıköy,125,4,4,10,6,Doğalgaz,Evet,49000000
762,2025,Şişli,150,4,1,14,8,Doğalgaz,Evet,55000000
763,2025,Beşiktaş,120,4,20,5,3,Doğalgaz,Evet,45000000
764,2025,Ataşehir,140,4,2,11,7,Doğalgaz,Evet,39000000
765,2025,Ümraniye,110,3,15,9,3,Merkezi,Evet,25000000
766,2025,Üsküdar,130,4,5,12,6,Doğalgaz,Evet,35000000
767,2025,Kadıköy,100,2,2,10,3,Doğalgaz,Evet,31000000
768,2025,Şişli,135,4,3,15,9,Doğalgaz,Evet,53000000
769,2025,Beşiktaş,150,5,4,10,6,Doğalgaz,Evet,60000000
770,2025,Ataşehir,130,3,10,8,4,Doğalgaz,Evet,36000000
771,2025,Ümraniye,90,2,20,10,5,Merkezi,Evet,22000000
772,2025,Üsküdar,95,3,1,12,3,Doğalgaz,Evet,24000000
773,2025,Kadıköy,110,3,35,11,8,Doğalgaz,Evet,60000000
774,2025,Şişli,140,4,3,10,5,Doğalgaz,Evet,50000000
775,2025,Beşiktaş,120,4,2,14,6,Doğalgaz,Evet,47000000
776,2025,Ataşehir,135,4,0,10,5,Doğalgaz,Evet,37000000
777,2025,Ümraniye,100,3,8,9,3,Merkezi,Evet,23000000
778,2025,Üsküdar,90,2,4,11,4,Doğalgaz,Evet,21000000
779,2025,Kadıköy,125,4,3,12,6,Doğalgaz,Evet,45000000
780,2025,Şişli,150,5,5,10,5,Doğalgaz,Evet,60000000
781,2025,Beşiktaş,140,4,2,11,7,Doğalgaz,Evet,48000000
782,2025,Ataşehir,120,3,2,14,8,Doğalgaz,Evet,32000000
783,2025,Ümraniye,110,3,20,9,3,Merkezi,Evet,24000000
784,2025,Üsküdar,95,2,0,10,5,Doğalgaz,Evet,22000000
785,2025,Kadıköy,130,4,35,8,9,Doğalgaz,Evet,70000000
786,2025,Şişli,145,4,1,12,5,Doğalgaz,Evet,58000000
787,2025,Beşiktaş,150,5,4,11,8,Doğalgaz,Evet,59000000
788,2025,Ataşehir,100,2,3,15,4,Doğalgaz,Evet,30000000
789,2025,Ümraniye,90,2,12,10,5,Merkezi,Evet,23000000
790,2025,Üsküdar,130,4,5,10,3,Doğalgaz,Evet,35000000
791,2025,Kadıköy,120,3,4,12,8,Doğalgaz,Evet,27000000
792,2025,Şişli,150,5,3,14,7,Doğalgaz,Evet,64000000
793,2025,Beşiktaş,110,3,1,15,9,Doğalgaz,Evet,50000000
794,2025,Ataşehir,140,4,0,10,5,Doğalgaz,Evet,39000000
795,2025,Ümraniye,100,2,22,9,4,Merkezi,Evet,22000000
796,2025,Üsküdar,95,3,1,11,4,Doğalgaz,Evet,24000000
797,2025,Kadıköy,125,4,0,15,6,Doğalgaz,Evet,30000000
798,2025,Şişli,130,4,4,10,5,Doğalgaz,Evet,42000000
799,2025,Beşiktaş,150,5,2,8,3,Doğalgaz,Evet,60000000
800,2025,Ataşehir,100,2,1,10,4,Doğalgaz,Evet,32000000
801,2025,Beşiktaş,100,3,2,10,4,Doğalgaz,Evet,32000000
802,2025,Şişli,120,4,1,10,6,Doğalgaz,Evet,30000000
803,2025,Kadıköy,90,2,3,8,5,Doğalgaz,Evet,19800000
804,2025,Ümraniye,110,3,25,9,4,Doğalgaz,Evet,11500000
805,2025,Ataşehir,115,3,10,11,8,Doğalgaz,Evet,10450000
806,2025,Esenyurt,80,2,5,10,3,Doğalgaz,Evet,4400000
807,2025,Beşiktaş,110,3,1,12,5,Doğalgaz,Evet,33500000
808,2025,Şişli,130,4,0,11,4,Doğalgaz,Evet,28600000
809,2025,Kadıköy,85,2,8,9,2,Doğalgaz,Evet,15300000
810,2025,Ümraniye,90,2,20,7,5,Doğalgaz,Evet,10500000
811,2025,Ataşehir,100,3,3,10,6,Doğalgaz,Evet,8500000
812,2025,Esenyurt,70,2,1,9,4,Doğalgaz,Evet,3850000
813,2025,Beşiktaş,95,3,2,11,8,Doğalgaz,Evet,32000000
814,2025,Şişli,115,4,2,10,7,Doğalgaz,Evet,26450000
815,2025,Kadıköy,100,3,5,8,3,Doğalgaz,Evet,19500000
816,2025,Ümraniye,80,2,15,10,4,Doğalgaz,Evet,10000000
817,2025,Ataşehir,120,3,1,12,5,Doğalgaz,Evet,11500000
818,2025,Esenyurt,90,2,4,11,3,Doğalgaz,Evet,4950000
819,2025,Beşiktaş,125,4,3,10,6,Doğalgaz,Evet,34000000
820,2025,Şişli,140,4,2,10,7,Doğalgaz,Evet,29900000
821,2025,Kadıköy,110,3,0,9,4,Doğalgaz,Evet,19700000
822,2025,Ümraniye,95,2,1,10,5,Doğalgaz,Evet,8500000
823,2025,Ataşehir,130,4,2,10,4,Doğalgaz,Evet,12050000
824,2025,Esenyurt,75,2,3,10,3,Doğalgaz,Evet,4200000
825,2025,Beşiktaş,140,4,4,11,5,Doğalgaz,Evet,33000000
826,2025,Şişli,130,4,1,12,8,Doğalgaz,Evet,27000000
827,2025,Kadıköy,95,3,6,8,3,Doğalgaz,Evet,18500000
828,2025,Ümraniye,85,2,20,9,4,Doğalgaz,Evet,9500000
829,2025,Ataşehir,120,3,5,10,6,Doğalgaz,Evet,11000000
830,2025,Esenyurt,80,2,1,9,5,Doğalgaz,Evet,4700000
831,2025,Beşiktaş,150,5,3,10,7,Doğalgaz,Evet,34000000
832,2025,Şişli,145,5,0,11,4,Doğalgaz,Evet,26000000
833,2025,Kadıköy,100,3,2,12,6,Doğalgaz,Evet,20000000
834,2025,Ümraniye,80,2,15,9,3,Doğalgaz,Evet,8500000
835,2025,Ataşehir,110,3,3,14,5,Doğalgaz,Evet,10000000
836,2025,Esenyurt,75,2,2,12,3,Doğalgaz,Evet,4250000
837,2025,Beşiktaş,120,4,1,10,6,Doğalgaz,Evet,29000000
838,2025,Şişli,130,4,2,10,5,Doğalgaz,Evet,26800000
839,2025,Kadıköy,110,3,3,10,4,Doğalgaz,Evet,21000000
840,2025,Ümraniye,90,2,10,8,5,Doğalgaz,Evet,9800000
841,2025,Ataşehir,100,3,0,11,4,Doğalgaz,Evet,8300000
842,2025,Esenyurt,60,1,1,10,3,Doğalgaz,Evet,3300000
843,2025,Beşiktaş,150,5,2,10,6,Doğalgaz,Evet,34000000
844,2025,Şişli,140,4,1,10,5,Doğalgaz,Evet,29000000
845,2025,Kadıköy,120,4,3,10,7,Doğalgaz,Evet,21800000
846,2025,Ümraniye,100,3,20,9,3,Doğalgaz,Evet,9300000
847,2025,Ataşehir,115,3,2,10,6,Doğalgaz,Evet,10500000
848,2025,Esenyurt,70,2,1,9,4,Doğalgaz,Evet,3800000
849,2025,Beşiktaş,135,4,0,11,5,Doğalgaz,Evet,33000000
850,2025,Şişli,125,4,1,12,6,Doğalgaz,Evet,32000000
851,2025,Kadıköy,110,3,4,10,5,Doğalgaz,Evet,20000000
852,2025,Ümraniye,90,2,15,9,3,Doğalgaz,Evet,10250000
853,2025,Ataşehir,100,3,3,10,6,Doğalgaz,Evet,8500000
854,2025,Esenyurt,80,2,2,9,2,Doğalgaz,Evet,4400000
855,2025,Beşiktaş,145,4,2,10,6,Doğalgaz,Evet,34000000
856,2025,Şişli,130,4,1,11,5,Doğalgaz,Evet,27000000
857,2025,Kadıköy,95,3,3,10,4,Doğalgaz,Evet,18500000
858,2025,Ümraniye,80,2,20,9,4,Doğalgaz,Evet,9400000
859,2025,Ataşehir,120,3,1,12,5,Doğalgaz,Evet,11700000
860,2025,Esenyurt,75,2,2,10,3,Doğalgaz,Evet,4100000
861,2025,Beşiktaş,150,5,0,10,5,Doğalgaz,Evet,34000000
862,2025,Şişli,145,4,1,11,4,Doğalgaz,Evet,26000000
863,2025,Kadıköy,110,3,5,10,5,Doğalgaz,Evet,20000000
864,2025,Ümraniye,90,2,8,9,3,Doğalgaz,Evet,9400000
865,2025,Ataşehir,100,3,3,12,5,Doğalgaz,Evet,9000000
866,2025,Esenyurt,80,2,0,10,2,Doğalgaz,Evet,4300000
867,2025,Beşiktaş,135,4,2,10,6,Doğalgaz,Evet,33500000
868,2025,Şişli,130,4,1,11,5,Doğalgaz,Evet,26000000
869,2025,Kadıköy,120,4,2,10,5,Doğalgaz,Evet,21500000
870,2025,Ümraniye,85,2,5,10,4,Doğalgaz,Evet,8600000
871,2025,Ataşehir,90,2,1,11,4,Doğalgaz,Evet,8250000
872,2025,Esenyurt,70,2,4,10,3,Doğalgaz,Evet,3700000
873,2025,Beşiktaş,150,5,3,10,6,Doğalgaz,Evet,35000000
874,2025,Şişli,135,4,2,12,5,Doğalgaz,Evet,27000000
875,2025,Kadıköy,110,3,4,10,5,Doğalgaz,Evet,19500000
876,2025,Ümraniye,90,2,1,11,4,Doğalgaz,Evet,9200000
877,2025,Ataşehir,100,3,0,12,5,Doğalgaz,Evet,8500000
878,2025,Esenyurt,60,1,5,10,3,Doğalgaz,Evet,3300000
879,2025,Beşiktaş,140,4,1,10,6,Doğalgaz,Evet,33500000
880,2025,Şişli,120,3,1,12,5,Doğalgaz,Evet,25800000
881,2025,Kadıköy,110,3,2,11,4,Doğalgaz,Evet,20500000
882,2025,Ümraniye,80,2,8,9,3,Doğalgaz,Evet,8800000
883,2025,Ataşehir,90,2,5,10,4,Doğalgaz,Evet,9100000
884,2025,Esenyurt,70,2,2,10,3,Doğalgaz,Evet,3800000
885,2025,Beşiktaş,150,5,2,11,5,Doğalgaz,Evet,34000000
886,2025,Şişli,145,5,3,10,6,Doğalgaz,Evet,26000000
887,2025,Kadıköy,100,3,6,8,3,Doğalgaz,Evet,19500000
888,2025,Ümraniye,90,2,10,10,5,Doğalgaz,Evet,9400000
889,2025,Ataşehir,115,3,5,12,6,Doğalgaz,Evet,10500000
890,2025,Esenyurt,75,2,1,9,3,Doğalgaz,Evet,4450000
891,2025,Beşiktaş,145,4,1,10,6,Doğalgaz,Evet,33000000
892,2025,Şişli,120,3,3,10,5,Doğalgaz,Evet,26000000
893,2025,Kadıköy,110,3,2,11,4,Doğalgaz,Evet,20000000
894,2025,Ümraniye,85,2,15,8,3,Doğalgaz,Evet,8600000
895,2025,Ataşehir,115,3,4,10,4,Doğalgaz,Evet,10500000
896,2025,Esenyurt,70,2,3,9,2,Doğalgaz,Evet,3800000
897,2025,Beşiktaş,120,4,0,11,5,Doğalgaz,Evet,29200000
898,2025,Şişli,130,4,2,10,6,Doğalgaz,Evet,27000000
899,2025,Kadıköy,95,3,1,9,4,Doğalgaz,Evet,18200000
900,2025,Ümraniye,80,2,8,8,3,Doğalgaz,Evet,8800000
901,2025,Ataşehir,90,2,7,10,4,Doğalgaz,Evet,9300000
902,2025,Esenyurt,55,1,2,10,3,Doğalgaz,Evet,3025000
903,2025,Beşiktaş,140,4,0,11,5,Doğalgaz,Evet,33000000
904,2025,Şişli,120,3,4,10,6,Doğalgaz,Evet,25800000
905,2025,Kadıköy,110,3,5,10,5,Doğalgaz,Evet,20000000
906,2025,Ümraniye,90,2,12,10,4,Doğalgaz,Evet,9100000
907,2025,Ataşehir,95,3,6,11,5,Doğalgaz,Evet,9200000
908,2025,Esenyurt,65,1,1,9,3,Doğalgaz,Evet,3600000
909,2025,Beşiktaş,150,5,1,10,4,Doğalgaz,Evet,34000000
910,2025,Şişli,130,4,2,10,5,Doğalgaz,Evet,27000000
911,2025,Kadıköy,105,3,3,9,4,Doğalgaz,Evet,18800000
912,2025,Ümraniye,85,2,8,10,5,Doğalgaz,Evet,8900000
913,2025,Ataşehir,100,3,0,10,4,Doğalgaz,Evet,8500000
914,2025,Esenyurt,70,2,5,9,3,Doğalgaz,Evet,3800000
915,2025,Beşiktaş,145,4,2,10,5,Doğalgaz,Evet,33500000
916,2025,Şişli,125,4,1,11,6,Doğalgaz,Evet,27000000
917,2025,Kadıköy,95,3,2,9,5,Doğalgaz,Evet,18500000
918,2025,Ümraniye,90,2,1,11,4,Doğalgaz,Evet,9500000
919,2025,Ataşehir,100,3,3,10,5,Doğalgaz,Evet,8300000
920,2025,Esenyurt,65,1,1,9,3,Doğalgaz,Evet,3600000
921,2025,Beşiktaş,150,5,0,10,5,Doğalgaz,Evet,34000000
922,2025,Şişli,140,4,1,11,4,Doğalgaz,Evet,26000000
923,2025,Kadıköy,115,3,2,10,5,Doğalgaz,Evet,21000000
924,2025,Ümraniye,90,2,12,10,4,Doğalgaz,Evet,9200000
925,2025,Ataşehir,90,2,5,10,3,Doğalgaz,Evet,9000000
926,2025,Esenyurt,70,2,0,10,3,Doğalgaz,Evet,3800000
927,2025,Beşiktaş,120,4,2,11,5,Doğalgaz,Evet,29000000
928,2025,Şişli,130,4,0,12,6,Doğalgaz,Evet,25800000
929,2025,Şişli,100,2,3,10,5,Doğalgaz,Evet,25000000
930,2025,Üsküdar,120,3,4,12,6,Doğalgaz,Evet,21000000
931,2025,Ataşehir,80,2,10,8,Doğalgaz,Evet,11200000
932,2025,Ümraniye,95,2,20,9,Doğalgaz,Evet,9500000
933,2025,Maltepe,110,3,5,10,4,Doğalgaz,Evet,8800000
934,2025,Şişli,130,4,2,10,6,Doğalgaz,Evet,32000000
935,2025,Üsküdar,115,3,1,12,5,Doğalgaz,Evet,18500000
936,2025,Ataşehir,135,3,3,11,5,Doğalgaz,Evet,16050000
937,2025,Ümraniye,100,3,15,10,3,Doğalgaz,Evet,10500000
938,2025,Kartal,90,2,10,8,Doğalgaz,Evet,8000000
939,2025,Şişli,140,4,5,14,7,Doğalgaz,Evet,36500000
940,2025,Üsküdar,95,3,8,11,4,Doğalgaz,Evet,18000000
941,2025,Ataşehir,125,3,4,15,6,Doğalgaz,Evet,17750000
942,2025,Ümraniye,105,2,25,9,Doğalgaz,Evet,10000000
943,2025,Maltepe,85,2,1,10,3,Doğalgaz,Evet,8500000
944,2025,Şişli,145,4,2,12,5,Doğalgaz,Evet,37000000
945,2025,Üsküdar,100,3,1,9,Doğalgaz,Evet,19000000
946,2025,Ataşehir,130,4,0,10,Doğalgaz,Evet,18050000
947,2025,Ümraniye,90,2,100,8,Doğalgaz,Evet,8700000
948,2025,Kartal,110,3,3,12,4,Doğalgaz,Evet,9600000
949,2025,Şişli,125,4,1,14,6,Doğalgaz,Evet,31000000
950,2025,Üsküdar,125,3,2,10,5,Doğalgaz,Evet,20500000
951,2025,Ataşehir,120,3,5,11,5,Doğalgaz,Evet,16200000
952,2025,Ümraniye,115,2,30,9,Doğalgaz,Evet,9200000
953,2025,Maltepe,105,2,7,10,2,Doğalgaz,Evet,9000000
954,2025,Şişli,130,4,1,12,6,Doğalgaz,Evet,32000000
955,2025,Üsküdar,135,3,4,15,7,Doğalgaz,Evet,23000000
956,2025,Ataşehir,140,3,3,11,5,Doğalgaz,Evet,17500000
957,2025,Ümraniye,95,2,20,10,3,Doğalgaz,Evet,10850000
958,2025,Kartal,85,2,15,9,Doğalgaz,Evet,7600000
959,2025,Şişli,140,4,1,14,6,Doğalgaz,Evet,33000000
960,2025,Üsküdar,120,3,2,10,5,Doğalgaz,Evet,21000000
961,2025,Ataşehir,115,3,5,11,6,Doğalgaz,Evet,15850000
962,2025,Ümraniye,100,3,8,10,4,Doğalgaz,Evet,10000000
963,2025,Maltepe,110,3,1,10,3,Doğalgaz,Evet,9500000
964,2025,Şişli,135,4,2,12,5,Doğalgaz,Evet,31000000
965,2025,Üsküdar,180,4,6,15,7,Doğalgaz,Evet,26000000
966,2025,Ataşehir,100,3,3,10,4,Doğalgaz,Evet,13500000
967,2025,Ümraniye,90,2,25,9,Doğalgaz,Evet,8500000
968,2025,Kartal,145,4,3,14,6,Doğalgaz,Evet,15500000
969,2025,Şişli,145,4,5,10,6,Doğalgaz,Evet,35000000
970,2025,Üsküdar,110,3,8,15,8,Doğalgaz,Evet,19000000
971,2025,Ataşehir,125,3,2,10,3,Doğalgaz,Evet,16000000
972,2025,Ümraniye,95,2,15,8,Doğalgaz,Evet,10800000
973,2025,Maltepe,105,2,1,9,Doğalgaz,Evet,9100000
974,2025,Şişli,140,4,2,10,5,Doğalgaz,Evet,33000000
975,2025,Üsküdar,135,3,1,10,4,Doğalgaz,Evet,18500000
976,2025,Ataşehir,150,4,0,10,5,Doğalgaz,Evet,17750000
977,2025,Ümraniye,85,2,20,10,3,Doğalgaz,Evet,8900000
978,2025,Kartal,100,3,3,12,5,Doğalgaz,Evet,9000000
979,2025,Şişli,130,4,1,10,4,Doğalgaz,Evet,30000000
980,2025,Üsküdar,145,4,2,11,5,Doğalgaz,Evet,22500000
981,2025,Ataşehir,140,3,3,12,7,Doğalgaz,Evet,17550000
982,2025,Ümraniye,100,3,10,9,Doğalgaz,Evet,10500000
983,2025,Maltepe,90,2,1,10,2,Doğalgaz,Evet,7700000
984,2025,Şişli,120,3,5,10,5,Doğalgaz,Evet,26000000
985,2025,Üsküdar,110,3,2,10,4,Doğalgaz,Evet,19500000
986,2025,Ataşehir,120,3,0,11,5,Doğalgaz,Evet,15000000
987,2025,Ümraniye,90,2,25,10,3,Doğalgaz,Evet,9000000
988,2025,Kartal,100,3,2,11,5,Doğalgaz,Evet,8800000
989,2025,Şişli,115,3,3,10,5,Doğalgaz,Evet,27500000
990,2025,Üsküdar,130,4,4,12,6,Doğalgaz,Evet,21000000
991,2025,Ataşehir,125,3,5,11,5,Doğalgaz,Evet,17000000
992,2025,Ümraniye,90,2,10,9,Doğalgaz,Evet,10200000
993,2025,Maltepe,85,2,15,8,Doğalgaz,Evet,7800000
994,2025,Şişli,135,4,1,10,6,Doğalgaz,Evet,33000000
995,2025,Üsküdar,140,4,5,10,4,Doğalgaz,Evet,22000000
996,2025,Ataşehir,130,3,2,11,5,Doğalgaz,Evet,17500000
997,2025,Ümraniye,90,2,20,10,3,Doğalgaz,Evet,8500000
998,2025,Kartal,95,2,4,10,3,Doğalgaz,Evet,9000000
999,2025,Şişli,125,3,4,10,4,Doğalgaz,Evet,32000000
1000,2025,Üsküdar,120,3,1,11,5,Doğalgaz,Evet,20500000
1001,2025,Ataşehir,150,4,0,10,5,Doğalgaz,Evet,18000000
1002,2025,Ümraniye,100,3,12,9,Doğalgaz,Evet,10000000
1003,2025,Maltepe,90,2,2,10,2,Doğalgaz,Evet,7700000
1004,2025,Şişli,140,4,5,10,5,Doğalgaz,Evet,33000000
1005,2025,Üsküdar,130,4,1,11,5,Doğalgaz,Evet,18500000
1006,2025,Ataşehir,100,3,3,11,6,Doğalgaz,Evet,14000000
1007,2025,Ümraniye,85,2,1,10,3,Doğalgaz,Evet,8900000
1008,2025,Kartal,100,3,5,10,4,Doğalgaz,Evet,9200000
1009,2025,Şişli,115,3,2,12,5,Doğalgaz,Evet,28000000
1010,2025,Üsküdar,145,4,0,10,5,Doğalgaz,Evet,23000000
1011,2025,Ataşehir,120,3,2,10,5,Doğalgaz,Evet,16500000
1012,2025,Ümraniye,90,2,5,10,3,Doğalgaz,Evet,9200000
1013,2025,Maltepe,95,2,1,9,Doğalgaz,Evet,8500000
1014,2025,Şişli,125,3,4,11,5,Doğalgaz,Evet,28000000
1015,2025,Üsküdar,130,4,3,10,5,Doğalgaz,Evet,21000000
1016,2025,Ataşehir,120,3,2,11,6,Doğalgaz,Evet,15500000
1017,2025,Ümraniye,90,2,10,9,Doğalgaz,Evet,9100000
1018,2025,Kartal,100,3,3,10,5,Doğalgaz,Evet,9500000
1019,2025,Şişli,135,4,2,12,6,Doğalgaz,Evet,32500000
1020,2025,Üsküdar,140,4,1,10,4,Doğalgaz,Evet,21500000
1021,2025,Ataşehir,110,3,2,11,5,Doğalgaz,Evet,15500000
1022,2025,Ümraniye,90,2,5,9,Doğalgaz,Evet,9000000
1023,2025,Maltepe,85,2,0,10,2,Doğalgaz,Evet,8000000
1024,2025,Şişli,145,4,3,12,5,Doğalgaz,Evet,36000000
1025,2025,Üsküdar,110,3,4,12,6,Doğalgaz,Evet,20000000
1026,2025,Ataşehir,130,3,1,9,Doğalgaz,Evet,16500000
1027,2025,Ümraniye,90,2,30,10,3,Doğalgaz,Evet,9300000
1028,2025,Kartal,100,3,2,10,5,Doğalgaz,Evet,9000000
1029,2025,Şişli,135,4,5,10,6,Doğalgaz,Evet,33000000
1030,2025,Üsküdar,130,4,1,10,5,Doğalgaz,Evet,20500000
1031,2025,Şişli,100,2,0,12,5,Doğalgaz,Evet,25000000
1032,2025,Kadıköy,90,2,1,10,5,Doğalgaz,Evet,22500000
1033,2025,Beşiktaş,120,3,0,14,6,Doğalgaz,Evet,45000000
1034,2025,Sarıyer,150,4,1,15,7,Doğalgaz,Evet,50000000
1035,2025,Ümraniye,85,2,15,8,Doğalgaz,Hayırlı,12000000
1036,2025,Kartal,95,2,20,9,Doğalgaz,Evet,11000000
1037,2025,Şişli,110,3,2,10,4,Doğalgaz,Evet,27000000
1038,2025,Kadıköy,100,3,1,11,5,Doğalgaz,Evet,24000000
1039,2025,Beşiktaş,130,4,0,15,6,Doğalgaz,Evet,48000000
1040,2025,Sarıyer,120,3,0,10,5,Doğalgaz,Evet,42000000
1041,2025,Ümraniye,90,2,10,10,4,Doğalgaz,Evet,11500000
1042,2025,Kartal,80,2,5,8,3,Doğalgaz,Evet,9900000
1043,2025,Şişli,135,4,2,12,6,Doğalgaz,Evet,29500000
1044,2025,Kadıköy,115,3,3,10,4,Doğalgaz,Evet,25000000
1045,2025,Beşiktaş,125,4,1,14,5,Doğalgaz,Evet,46000000
1046,2025,Sarıyer,130,3,1,11,5,Doğalgaz,Evet,48000000
1047,2025,Ümraniye,95,2,20,10,4,Doğalgaz,Evet,11600000
1048,2025,Kartal,85,2,15,9,Doğalgaz,Evet,10700000
1049,2025,Şişli,140,4,4,10,5,Doğalgaz,Evet,30000000
1050,2025,Kadıköy,120,3,5,10,6,Doğalgaz,Evet,26500000
1051,2025,Beşiktaş,150,5,0,15,6,Doğalgaz,Evet,50000000
1052,2025,Sarıyer,140,4,3,12,5,Doğalgaz,Evet,47500000
1053,2025,Ümraniye,100,3,12,9,3,Doğalgaz,Evet,12500000
1054,2025,Kartal,90,2,8,10,4,Doğalgaz,Evet,11500000
1055,2025,Şişli,130,4,2,11,5,Doğalgaz,Evet,28000000
1056,2025,Kadıköy,140,4,1,10,5,Doğalgaz,Evet,29000000
1057,2025,Beşiktaş,135,3,2,15,6,Doğalgaz,Evet,48500000
1058,2025,Sarıyer,150,4,0,10,6,Doğalgaz,Evet,51000000
1059,2025,Kadıköy,110,3,3,9,4,Doğalgaz,Evet,24000000
1060,2025,Ümraniye,85,2,18,8,3,Doğalgaz,Evet,11300000
1061,2025,Kartal,85,2,1,11,4,Doğalgaz,Evet,10000000
1062,2025,Şişli,145,4,0,12,6,Doğalgaz,Evet,30000000
1063,2025,Kadıköy,130,4,1,14,5,Doğalgaz,Evet,29500000
1064,2025,Beşiktaş,140,4,3,15,7,Doğalgaz,Evet,49000000
1065,2025,Sarıyer,145,4,0,10,5,Doğalgaz,Evet,50000000
1066,2025,Ümraniye,95,2,25,10,4,Doğalgaz,Evet,11900000
1067,2025,Kartal,90,2,6,9,5,Doğalgaz,Evet,11100000
1068,2025,Şişli,135,3,9,12,5,Doğalgaz,Evet,29500000
1069,2025,Kadıköy,125,3,2,10,4,Doğalgaz,Evet,25000000
1070,2025,Beşiktaş,145,4,1,11,6,Doğalgaz,Evet,48500000
1071,2025,Sarıyer,130,3,2,10,5,Doğalgaz,Evet,46000000
1072,2025,Ümraniye,90,2,15,9,Doğalgaz,Evet,11000000
1073,2025,Kartal,85,2,1,10,4,Doğalgaz,Evet,10400000
1074,2025,Şişli,120,3,8,10,4,Doğalgaz,Evet,24000000
1075,2025,Kadıköy,110,3,3,11,5,Doğalgaz,Evet,22500000
1076,2025,Beşiktaş,150,5,0,14,6,Doğalgaz,Evet,50000000
1077,2025,Sarıyer,140,4,1,12,5,Doğalgaz,Evet,48000000
1078,2025,Ümraniye,95,2,20,10,3,Doğalgaz,Evet,11200000
1079,2025,Kartal,90,2,5,8,Doğalgaz,Evet,10800000
1080,2025,Şişli,135,4,0,15,7,Doğalgaz,Evet,30500000
1081,2025,Kadıköy,130,4,2,12,6,Doğalgaz,Evet,29000000
1082,2025,Beşiktaş,145,4,1,15,5,Doğalgaz,Evet,49500000
1083,2025,Sarıyer,150,4,0,10,6,Doğalgaz,Evet,51000000
1084,2025,Ümraniye,100,3,12,10,4,Doğalgaz,Evet,12600000
1085,2025,Kartal,85,2,3,9,5,Doğalgaz,Evet,10500000
1086,2025,Şişli,130,3,1,11,4,Doğalgaz,Evet,27500000
1087,2025,Kadıköy,120,3,3,10,5,Doğalgaz,Evet,24000000
1088,2025,Beşiktaş,100,3,0,10,5,Doğalgaz,Evet,37500000
1089,2025,Sarıyer,135,4,1,11,5,Doğalgaz,Evet,50000000
1090,2025,Ümraniye,90,2,15,8,Doğalgaz,Evet,12300000
1091,2025,Kartal,80,2,5,8,Doğalgaz,Evet,9700000
1092,2025,Şişli,145,4,3,10,5,Doğalgaz,Evet,31000000
1093,2025,Kadıköy,110,3,6,10,4,Doğalgaz,Evet,25000000
1094,2025,Beşiktaş,120,3,0,12,6,Doğalgaz,Evet,42000000
1095,2025,Sarıyer,140,4,1,11,5,Doğalgaz,Evet,48000000
1096,2025,Ümraniye,90,2,25,9,Doğalgaz,Evet,11400000
1097,2025,Kartal,95,2,15,8,Doğalgaz,Evet,10900000
1098,2025,Şişli,135,4,0,14,5,Doğalgaz,Evet,29500000
1099,2025,Kadıköy,130,4,2,10,5,Doğalgaz,Evet,28500000
1100,2025,Beşiktaş,125,4,1,13,6,Doğalgaz,Evet,48000000
1101,2025,Sarıyer,130,3,3,10,5,Doğalgaz,Evet,47000000
1102,2025,Ümraniye,95,2,20,10,4,Doğalgaz,Evet,11900000
1103,2025,Kartal,85,2,3,9,3,Doğalgaz,Evet,10000000
1104,2025,Şişli,145,4,2,11,5,Doğalgaz,Evet,30500000
1105,2025,Kadıköy,120,3,4,10,5,Doğalgaz,Evet,25000000
1106,2025,Beşiktaş,100,3,0,12,6,Doğalgaz,Evet,40000000
1107,2025,Sarıyer,140,4,1,10,4,Doğalgaz,Evet,48500000
1108,2025,Ümraniye,90,2,15,9,Doğalgaz,Evet,11000000
1109,2025,Kartal,90,2,5,10,3,Doğalgaz,Evet,9800000
1110,2025,Şişli,135,4,3,11,5,Doğalgaz,Evet,32000000
1111,2025,Kadıköy,130,4,1,12,5,Doğalgaz,Evet,29000000
1112,2025,Beşiktaş,150,5,1,10,5,Doğalgaz,Evet,50000000
1113,2025,Sarıyer,140,4,0,11,6,Doğalgaz,Evet,47000000
1114,2025,Ümraniye,95,2,10,9,Doğalgaz,Evet,11500000
